checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,target_label
0<=X<200,-0.738667542842371,existing paid,radio/tv,-0.6877115871960632,<100,<1,-0.8701833340815202,male single,none,-1.6724592395536968,car,-1.1914039404570154,stores,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,0
0<=X<200,-0.738667542842371,existing paid,new car,-0.7259914713234189,<100,>=7,-1.7645135849361147,male div/sep,none,-1.6724592395536968,real estate,0.919454953014738,none,rent,1.0270789116578085,skilled,-0.4282895663715403,nan,1,0
0<=X<200,-0.4897623840726178,all paid,new car,1.2684613803861209,100<=X<500,unemployed,-1.7645135849361147,male single,none,-0.7659772668958666,life insurance,-0.13597449372113873,none,own,-0.7049259983890862,high qualif/self emp/mgmt,2.3348689263480744,1.0,1,0
0<=X<200,-0.9875727016121243,existing paid,radio/tv,-0.7320170086397619,<100,>=7,0.9184771676276685,female div/dep/mar,none,1.0469866784197936,real estate,-0.9275465787730462,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
no checking,-0.738667542842371,existing paid,radio/tv,-0.06885346047048008,<100,1<=X<4,-0.8701833340815202,male single,none,1.0469866784197936,car,1.4471696763826765,none,own,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,1
no checking,-0.9046043153555399,existing paid,retraining,-0.8426033405632338,no known savings,4<=X<7,0.9184771676276685,female div/dep/mar,none,0.1405047057619635,life insurance,0.3917402296467996,none,own,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,1
<0,0.2569530922366421,existing paid,new car,-0.6735338523340796,no known savings,1<=X<4,0.9184771676276685,female div/dep/mar,none,1.0469866784197936,real estate,-0.9275465787730462,none,rent,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,0
no checking,-0.4897623840726178,critical/other existing credit,radio/tv,-0.5111987881643677,<100,>=7,0.9184771676276685,male single,none,1.0469866784197936,car,0.919454953014738,none,own,1.0270789116578085,skilled,-0.4282895663715403,1.0,1,1
<0,0.2569530922366421,all paid,new car,-0.3353948758757713,100<=X<500,4<=X<7,-0.8701833340815202,male single,none,0.1405047057619635,car,-0.3118794015104515,bank,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
no checking,1.2525737273156552,critical/other existing credit,radio/tv,0.025074032990161123,no known savings,>=7,0.9184771676276685,male single,none,-0.7659772668958666,car,1.35921722248802,none,own,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,1
no checking,-1.2364778603818776,no credits/all paid,radio/tv,-1.0084828384484417,<100,>=7,0.9184771676276685,male mar/wid,none,1.0469866784197936,car,0.3037877757521432,none,own,-0.7049259983890862,unskilled resident,-0.4282895663715403,nan,1,1
no checking,-0.738667542842371,critical/other existing credit,radio/tv,-0.7018893220580468,<100,1<=X<4,0.9184771676276685,female div/dep/mar,none,-0.7659772668958666,life insurance,-0.048022039826482336,none,own,1.0270789116578085,skilled,-0.4282895663715403,nan,1,1
no checking,-0.2408572253028645,critical/other existing credit,radio/tv,0.991995550577441,<100,>=7,0.024146916773074168,male single,none,1.0469866784197936,car,-0.22392694761579512,none,own,1.0270789116578085,skilled,-0.4282895663715403,1.0,1,1
>=200,1.2525737273156552,existing paid,radio/tv,0.42594948621274675,<100,>=7,0.9184771676276685,male single,none,-0.7659772668958666,car,-0.3998318554051079,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
<0,0.2569530922366421,delayed previously,radio/tv,-0.5714541613277979,<100,<1,0.9184771676276685,female div/dep/mar,none,-0.7659772668958666,car,-0.5757367631944207,none,rent,-0.7049259983890862,unskilled resident,-0.4282895663715403,1.0,1,0
no checking,0.2569530922366421,delayed previously,new car,-0.439246783739801,<100,>=7,0.9184771676276685,male single,none,1.0469866784197936,no known property,2.1507893075399274,none,for free,1.0270789116578085,skilled,-0.4282895663715403,1.0,1,1
0<=X<200,-0.07492045278969563,no credits/all paid,used car,1.019642133558309,100<=X<500,>=7,0.024146916773074168,male mar/wid,none,1.0469866784197936,car,-0.3998318554051079,bank,own,1.0270789116578085,skilled,-0.4282895663715403,1.0,1,1
0<=X<200,1.2525737273156552,delayed previously,business,2.3342725986357364,100<=X<500,4<=X<7,-1.7645135849361147,male single,none,0.1405047057619635,life insurance,-0.3998318554051079,none,own,1.0270789116578085,unskilled resident,2.3348689263480744,1.0,1,1
<0,0.2569530922366421,all paid,used car,0.12786261073954205,<100,1<=X<4,-1.7645135849361147,female div/dep/mar,guarantor,1.0469866784197936,car,-1.1914039404570154,bank,rent,-0.7049259983890862,skilled,-0.4282895663715403,nan,0,1
no checking,-0.738667542842371,critical/other existing credit,new car,-0.6295828742619306,<100,>=7,0.9184771676276685,male single,none,-1.6724592395536968,real estate,0.21583532185748686,none,own,1.0270789116578085,unskilled resident,2.3348689263480744,nan,1,1
no checking,0.2569530922366421,delayed previously,business,-0.10394335425388943,no known savings,1<=X<4,0.9184771676276685,male single,none,1.0469866784197936,real estate,-0.3118794015104515,none,own,1.0270789116578085,skilled,2.3348689263480744,1.0,1,1
0<=X<200,-1.2364778603818776,existing paid,radio/tv,-0.892579855951726,<100,1<=X<4,-0.8701833340815202,female div/dep/mar,guarantor,0.1405047057619635,real estate,2.502599123118553,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
no checking,0.09101631972347322,existing paid,radio/tv,-0.21133969583341503,500<=X<1000,>=7,0.024146916773074168,male single,none,1.0469866784197936,car,0.3917402296467996,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
no checking,0.2569530922366421,critical/other existing credit,radio/tv,-0.20814970548946873,<100,1<=X<4,0.9184771676276685,male single,none,-0.7659772668958666,real estate,-0.048022039826482336,none,own,1.0270789116578085,unskilled resident,-0.4282895663715403,nan,1,1
0<=X<200,-0.2408572253028645,existing paid,education,-0.7203203773786254,no known savings,1<=X<4,0.9184771676276685,male single,none,1.0469866784197936,no known property,2.238741761434584,none,for free,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
0<=X<200,0.7547634097761486,delayed previously,radio/tv,-0.4792988847249046,100<=X<500,<1,0.9184771676276685,male single,none,0.1405047057619635,no known property,-0.4877843092997643,stores,own,1.0270789116578085,high qualif/self emp/mgmt,-0.4282895663715403,nan,1,0
0<=X<200,-0.738667542842371,no credits/all paid,retraining,-0.6597105608436457,<100,1<=X<4,-0.8701833340815202,male single,none,-0.7659772668958666,real estate,-0.3998318554051079,none,own,-0.7049259983890862,unskilled resident,-0.4282895663715403,1.0,1,1
<0,-1.0705410878687087,critical/other existing credit,new car,-0.9003776101258169,<100,>=7,0.9184771676276685,male single,none,1.0469866784197936,real estate,1.0074074069093943,none,own,1.0270789116578085,unskilled resident,-0.4282895663715403,nan,1,1
no checking,-0.9875727016121243,existing paid,radio/tv,-0.18369311285254705,100<=X<500,>=7,0.024146916773074168,male single,co applicant,1.0469866784197936,car,-0.048022039826482336,none,own,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,1
>=200,-0.738667542842371,existing paid,new car,-0.6880660305676128,<100,<1,0.9184771676276685,male single,none,-1.6724592395536968,real estate,-0.8395941248783899,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
<0,0.5058582510063954,critical/other existing credit,business,-0.29392500140446937,<100,>=7,0.9184771676276685,male single,none,1.0469866784197936,car,0.6555975913307688,stores,own,4.491088731751598,high qualif/self emp/mgmt,2.3348689263480744,1.0,1,1
<0,-0.738667542842371,existing paid,radio/tv,-0.6285195441472817,<100,1<=X<4,0.9184771676276685,female div/dep/mar,none,-1.6724592395536968,car,-1.103451486562359,bank,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
no checking,-1.2364778603818776,existing paid,furniture/equipment,-0.10394335425388943,500<=X<1000,1<=X<4,-1.7645135849361147,male single,none,-0.7659772668958666,car,-0.3118794015104515,none,own,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,1
0<=X<200,-0.738667542842371,critical/other existing credit,new car,-0.05219462200764937,<100,<1,-1.7645135849361147,male single,none,0.1405047057619635,real estate,1.1833123146987072,bank,own,1.0270789116578085,unskilled resident,2.3348689263480744,nan,1,1
0<=X<200,-0.2408572253028645,existing paid,new car,0.9196891027813249,100<=X<500,1<=X<4,-0.8701833340815202,male single,none,-0.7659772668958666,car,-0.4877843092997643,none,own,1.0270789116578085,skilled,-0.4282895663715403,1.0,1,1
<0,1.2525737273156552,existing paid,new car,-0.007889200563950694,<100,4<=X<7,-0.8701833340815202,male single,none,1.0469866784197936,no known property,0.3037877757521432,bank,for free,-0.7049259983890862,high qualif/self emp/mgmt,2.3348689263480744,1.0,1,1
<0,-0.2408572253028645,existing paid,furniture/equipment,0.3125276073168781,<100,1<=X<4,-0.8701833340815202,male single,co applicant,0.1405047057619635,car,0.5676451374361124,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,0
0<=X<200,-0.738667542842371,existing paid,furniture/equipment,-0.8110578804953203,>=1000,<1,-1.7645135849361147,female div/dep/mar,none,1.0469866784197936,real estate,-1.4552613021409846,none,rent,-0.7049259983890862,unskilled resident,-0.4282895663715403,nan,1,1
no checking,0.2569530922366421,existing paid,new car,-0.7167759436631296,<100,<1,0.9184771676276685,male mar/wid,none,-0.7659772668958666,real estate,-0.6636892170890771,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
0<=X<200,-0.2408572253028645,critical/other existing credit,radio/tv,-0.5232498627970538,<100,>=7,0.024146916773074168,female div/dep/mar,guarantor,1.0469866784197936,real estate,1.0953598608040507,bank,rent,1.0270789116578085,unskilled resident,-0.4282895663715403,1.0,1,1
no checking,-0.9046043153555399,existing paid,radio/tv,-0.4775266678671567,<100,1<=X<4,-1.7645135849361147,male single,none,1.0469866784197936,life insurance,0.21583532185748686,none,own,-0.7049259983890862,skilled,-0.4282895663715403,1.0,0,1
<0,1.7503840448551617,existing paid,radio/tv,1.3833010327681878,no known savings,4<=X<7,0.9184771676276685,female div/dep/mar,none,0.1405047057619635,car,-0.4877843092997643,none,own,-0.7049259983890862,high qualif/self emp/mgmt,-0.4282895663715403,1.0,1,0
0<=X<200,-0.2408572253028645,delayed previously,business,-0.2992416519777132,no known savings,>=7,0.9184771676276685,male single,none,-0.7659772668958666,life insurance,0.5676451374361124,none,own,1.0270789116578085,skilled,-0.4282895663715403,nan,1,1
0<=X<200,-0.738667542842371,existing paid,radio/tv,-0.633481751348976,no known savings,1<=X<4,-0.8701833340815202,male mar/wid,none,-1.6724592395536968,real estate,-0.9275465787730462,none,own,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,0
no checking,0.2569530922366421,all paid,business,-0.6068984984827568,<100,4<=X<7,0.9184771676276685,male single,none,1.0469866784197936,car,1.2712647685933636,bank,own,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,1
0<=X<200,2.2481943623946683,all paid,new car,3.153745673658387,no known savings,unemployed,0.9184771676276685,male single,co applicant,1.0469866784197936,no known property,0.03993041406817406,none,for free,-0.7049259983890862,high qualif/self emp/mgmt,-0.4282895663715403,1.0,1,1
no checking,-0.2408572253028645,existing paid,radio/tv,-0.6373806284360215,<100,<1,0.024146916773074168,male mar/wid,none,1.0469866784197936,real estate,0.3037877757521432,none,own,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,1
<0,-1.2364778603818776,existing paid,new car,-0.6724705222194308,no known savings,unemployed,0.9184771676276685,female div/dep/mar,none,0.1405047057619635,life insurance,3.4700761159597735,none,own,-0.7049259983890862,high qualif/self emp/mgmt,-0.4282895663715403,1.0,1,1
0<=X<200,0.42288986474981094,existing paid,used car,1.6640201830354626,<100,<1,-0.8701833340815202,male single,none,0.1405047057619635,car,-0.4877843092997643,none,own,1.0270789116578085,skilled,-0.4282895663715403,nan,1,1
no checking,0.2569530922366421,existing paid,furniture/equipment,0.7938617058812206,100<=X<500,1<=X<4,0.9184771676276685,male single,none,-1.6724592395536968,car,-0.9275465787730462,stores,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
<0,1.2525737273156552,existing paid,furniture/equipment,0.2437655932362578,<100,unemployed,0.9184771676276685,male single,none,0.1405047057619635,life insurance,-0.4877843092997643,none,own,-0.7049259983890862,high qualif/self emp/mgmt,-0.4282895663715403,1.0,1,1
no checking,2.2481943623946683,critical/other existing credit,used car,2.9485229615311748,100<=X<500,1<=X<4,-0.8701833340815202,female div/dep/mar,none,1.0469866784197936,car,-1.0154990326677027,bank,rent,1.0270789116578085,unskilled resident,-0.4282895663715403,nan,1,0
no checking,1.2525737273156552,existing paid,used car,1.723212226084244,<100,1<=X<4,-1.7645135849361147,female div/dep/mar,none,-0.7659772668958666,life insurance,-0.4877843092997643,bank,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
no checking,-0.8216359290989554,existing paid,business,-0.4002580128693462,>=1000,>=7,-1.7645135849361147,male div/sep,none,-0.7659772668958666,real estate,-0.6636892170890771,none,own,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,1
<0,-0.738667542842371,existing paid,new car,-0.2453662595021756,<100,<1,0.9184771676276685,male single,none,-1.6724592395536968,real estate,-0.22392694761579512,none,own,-0.7049259983890862,unskilled resident,2.3348689263480744,nan,1,0
0<=X<200,2.2481943623946683,delayed previously,education,1.0465798297960778,<100,>=7,0.9184771676276685,male single,none,1.0469866784197936,no known property,1.2712647685933636,none,for free,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,0
no checking,-1.2364778603818776,critical/other existing credit,new car,-1.0311672142276154,100<=X<500,1<=X<4,0.9184771676276685,female div/dep/mar,none,1.0469866784197936,car,1.4471696763826765,none,own,1.0270789116578085,unskilled resident,-0.4282895663715403,nan,1,1
0<=X<200,-0.9875727016121243,existing paid,radio/tv,-0.9971406505588548,<100,1<=X<4,0.9184771676276685,male single,none,0.1405047057619635,real estate,-1.0154990326677027,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
<0,-0.2408572253028645,existing paid,domestic appliance,-0.7281181315527164,<100,1<=X<4,0.9184771676276685,male mar/wid,none,0.1405047057619635,real estate,1.0074074069093943,none,own,-0.7049259983890862,unskilled resident,-0.4282895663715403,1.0,1,0
<0,-0.738667542842371,existing paid,education,-0.8776932343466431,<100,<1,0.9184771676276685,female div/dep/mar,none,1.0469866784197936,life insurance,1.5351221302773328,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,0
no checking,-0.2408572253028645,existing paid,furniture/equipment,-0.6161140261430461,<100,<1,0.9184771676276685,male mar/wid,co applicant,-1.6724592395536968,life insurance,0.6555975913307688,none,own,-0.7049259983890862,unskilled resident,2.3348689263480744,nan,1,0
0<=X<200,2.2481943623946683,critical/other existing credit,furniture/equipment,0.646767706688141,<100,1<=X<4,-0.8701833340815202,female div/dep/mar,none,0.1405047057619635,car,-0.4877843092997643,none,own,-0.7049259983890862,high qualif/self emp/mgmt,-0.4282895663715403,1.0,1,0
0<=X<200,-0.9875727016121243,critical/other existing credit,furniture/equipment,-0.4792988847249046,<100,4<=X<7,0.9184771676276685,male single,none,0.1405047057619635,car,-0.048022039826482336,none,rent,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,1
<0,-0.738667542842371,critical/other existing credit,furniture/equipment,-0.3633959022281889,<100,>=7,0.024146916773074168,male single,none,0.1405047057619635,life insurance,2.1507893075399274,none,own,1.0270789116578085,skilled,-0.4282895663715403,nan,1,0
<0,-0.738667542842371,existing paid,furniture/equipment,-0.702598208801146,<100,1<=X<4,0.9184771676276685,male single,guarantor,-1.6724592395536968,life insurance,-1.279356394351672,none,own,-0.7049259983890862,unskilled resident,-0.4282895663715403,nan,1,1
<0,1.2525737273156552,existing paid,furniture/equipment,-0.19822529108608022,<100,>=7,-0.8701833340815202,male single,none,-0.7659772668958666,life insurance,0.479692683541456,bank,own,-0.7049259983890862,skilled,2.3348689263480744,nan,1,0
0<=X<200,0.008047933466888799,delayed previously,new car,-0.32547046147238284,<100,1<=X<4,-1.7645135849361147,male div/sep,none,1.0469866784197936,life insurance,1.0074074069093943,none,own,1.0270789116578085,skilled,-0.4282895663715403,nan,1,1
<0,-0.738667542842371,existing paid,education,-0.7341436688690595,no known savings,1<=X<4,0.9184771676276685,female div/dep/mar,none,1.0469866784197936,life insurance,-1.103451486562359,bank,rent,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,1
no checking,0.5888266372629798,all paid,used car,1.6136892242754208,no known savings,<1,0.024146916773074168,male single,guarantor,1.0469866784197936,real estate,0.3917402296467996,bank,rent,1.0270789116578085,skilled,2.3348689263480744,1.0,1,1
0<=X<200,0.7547634097761486,existing paid,radio/tv,-0.5516053325210208,no known savings,1<=X<4,0.9184771676276685,female div/dep/mar,none,-1.6724592395536968,car,-0.8395941248783899,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
<0,0.2569530922366421,critical/other existing credit,used car,1.1156962872482479,<100,>=7,-0.8701833340815202,female div/dep/mar,none,1.0469866784197936,no known property,0.7435500452254252,none,for free,1.0270789116578085,high qualif/self emp/mgmt,2.3348689263480744,1.0,1,1
no checking,-0.2408572253028645,delayed previously,radio/tv,-0.33716709273351925,<100,unemployed,-0.8701833340815202,male mar/wid,none,0.1405047057619635,real estate,-0.13597449372113873,none,own,1.0270789116578085,skilled,-0.4282895663715403,nan,1,1
<0,-0.738667542842371,existing paid,retraining,-0.8397677935908371,<100,4<=X<7,0.9184771676276685,male mar/wid,none,1.0469866784197936,life insurance,-1.279356394351672,none,rent,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,0
no checking,2.746004679934175,no credits/all paid,used car,2.185051939213359,no known savings,1<=X<4,-0.8701833340815202,male single,none,-0.7659772668958666,life insurance,0.3037877757521432,none,own,-0.7049259983890862,unskilled resident,2.3348689263480744,nan,1,1
<0,-0.4897623840726178,existing paid,new car,-0.6621916644444927,<100,1<=X<4,-0.8701833340815202,female div/dep/mar,none,1.0469866784197936,car,-0.6636892170890771,none,rent,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
no checking,1.7503840448551617,critical/other existing credit,furniture/equipment,0.27318439307487374,500<=X<1000,1<=X<4,0.9184771676276685,male single,none,1.0469866784197936,real estate,0.03993041406817406,none,own,1.0270789116578085,skilled,-0.4282895663715403,1.0,1,1
no checking,-0.4897623840726178,critical/other existing credit,education,-0.6164684695145958,100<=X<500,1<=X<4,0.9184771676276685,female div/dep/mar,none,0.1405047057619635,car,-0.3998318554051079,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
0<=X<200,3.2438149974736814,delayed previously,radio/tv,2.0861622385510237,no known savings,1<=X<4,-0.8701833340815202,male single,none,-0.7659772668958666,no known property,-0.7516416709837335,none,for free,-0.7049259983890862,high qualif/self emp/mgmt,-0.4282895663715403,nan,1,1
no checking,-0.9046043153555399,existing paid,education,-0.9017953836120153,500<=X<1000,>=7,0.9184771676276685,male single,none,1.0469866784197936,no known property,0.919454953014738,none,for free,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,1
no checking,-1.2364778603818776,existing paid,new car,-0.9212897690472427,<100,unemployed,-1.7645135849361147,female div/dep/mar,none,1.0469866784197936,real estate,1.6230745841719891,none,own,-0.7049259983890862,unemp/unskilled non res,-0.4282895663715403,1.0,1,1
<0,1.2525737273156552,critical/other existing credit,furniture/equipment,-0.32724267833013077,<100,1<=X<4,0.024146916773074168,male mar/wid,none,-0.7659772668958666,life insurance,0.919454953014738,none,own,1.0270789116578085,skilled,-0.4282895663715403,1.0,1,1
>=200,-0.9875727016121243,existing paid,radio/tv,-0.760372478363729,100<=X<500,>=7,-0.8701833340815202,male div/sep,none,1.0469866784197936,real estate,1.1833123146987072,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
<0,-0.9046043153555399,critical/other existing credit,new car,-0.7915634950600929,<100,4<=X<7,0.9184771676276685,male single,co applicant,0.1405047057619635,life insurance,1.1833123146987072,none,own,1.0270789116578085,skilled,-0.4282895663715403,1.0,1,1
<0,0.2569530922366421,delayed previously,new car,0.5666635047179338,<100,1<=X<4,0.024146916773074168,male single,none,1.0469866784197936,no known property,1.5351221302773328,none,for free,1.0270789116578085,skilled,2.3348689263480744,nan,1,0
>=200,0.2569530922366421,existing paid,new car,-0.8238178418711055,<100,4<=X<7,0.9184771676276685,male single,none,0.1405047057619635,no known property,0.21583532185748686,bank,for free,-0.7049259983890862,skilled,2.3348689263480744,nan,1,0
0<=X<200,-0.5727307703292022,existing paid,business,-0.6597105608436457,500<=X<1000,>=7,-1.7645135849361147,male mar/wid,none,-0.7659772668958666,real estate,-0.048022039826482336,none,own,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,1
no checking,-0.738667542842371,critical/other existing credit,radio/tv,-0.8298433791874485,no known savings,>=7,0.9184771676276685,male single,none,1.0469866784197936,real estate,2.5905515770132093,none,own,4.491088731751598,skilled,-0.4282895663715403,nan,1,1
0<=X<200,2.2481943623946683,no credits/all paid,business,0.20300460550805502,100<=X<500,4<=X<7,0.9184771676276685,male single,none,1.0469866784197936,no known property,-0.13597449372113873,none,for free,-0.7049259983890862,unskilled resident,2.3348689263480744,nan,1,0
no checking,0.7547634097761486,critical/other existing credit,radio/tv,0.9508801194776887,<100,4<=X<7,0.024146916773074168,male single,co applicant,-0.7659772668958666,car,0.21583532185748686,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,1
no checking,0.2569530922366421,delayed previously,business,-0.31767270729829183,500<=X<1000,1<=X<4,0.9184771676276685,male single,none,-0.7659772668958666,car,0.7435500452254252,none,own,1.0270789116578085,skilled,2.3348689263480744,1.0,1,1
0<=X<200,0.008047933466888799,critical/other existing credit,business,0.13495147817053385,<100,4<=X<7,-0.8701833340815202,male single,none,0.1405047057619635,life insurance,-0.7516416709837335,none,own,1.0270789116578085,skilled,-0.4282895663715403,nan,1,1
no checking,0.2569530922366421,critical/other existing credit,education,-0.47646333775250793,no known savings,1<=X<4,0.024146916773074168,female div/dep/mar,none,-0.7659772668958666,car,-0.22392694761579512,none,own,1.0270789116578085,skilled,-0.4282895663715403,1.0,1,1
no checking,0.7547634097761486,existing paid,radio/tv,-0.3325593289033746,500<=X<1000,>=7,0.9184771676276685,male single,none,-0.7659772668958666,car,-0.4877843092997643,bank,own,-0.7049259983890862,high qualif/self emp/mgmt,-0.4282895663715403,nan,1,1
<0,-1.2364778603818776,existing paid,furniture/equipment,-1.0077739517053426,<100,>=7,-0.8701833340815202,female div/dep/mar,none,-1.6724592395536968,life insurance,1.1833123146987072,bank,own,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,1
<0,-0.738667542842371,existing paid,new car,-0.8404766803339363,no known savings,1<=X<4,0.9184771676276685,male mar/wid,none,-0.7659772668958666,car,-1.103451486562359,none,own,-0.7049259983890862,skilled,-0.4282895663715403,nan,1,0
<0,-0.738667542842371,existing paid,radio/tv,-0.9017953836120153,100<=X<500,<1,0.9184771676276685,male mar/wid,none,0.1405047057619635,no known property,-0.22392694761579512,none,own,-0.7049259983890862,unskilled resident,-0.4282895663715403,1.0,1,0
0<=X<200,-0.738667542842371,existing paid,retraining,-0.8922254125801763,no known savings,>=7,0.9184771676276685,male single,none,1.0469866784197936,life insurance,0.21583532185748686,none,own,1.0270789116578085,skilled,-0.4282895663715403,nan,1,1
no checking,0.008047933466888799,critical/other existing credit,furniture/equipment,-0.34850928062310615,<100,<1,0.9184771676276685,female div/dep/mar,none,1.0469866784197936,life insurance,-1.103451486562359,none,own,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,1
>=200,0.2569530922366421,critical/other existing credit,radio/tv,-0.043687981090459224,no known savings,1<=X<4,0.024146916773074168,male single,none,-0.7659772668958666,car,-0.3998318554051079,none,own,1.0270789116578085,skilled,-0.4282895663715403,1.0,1,1
>=200,-0.2408572253028645,existing paid,furniture/equipment,-0.07877787487386859,<100,<1,-1.7645135849361147,female div/dep/mar,none,-1.6724592395536968,life insurance,0.8315024991200816,stores,own,-0.7049259983890862,unskilled resident,-0.4282895663715403,nan,1,1
no checking,-0.2408572253028645,critical/other existing credit,radio/tv,-0.7451314133870967,no known savings,1<=X<4,0.9184771676276685,male single,none,0.1405047057619635,life insurance,-0.5757367631944207,none,own,1.0270789116578085,skilled,-0.4282895663715403,1.0,1,1
0<=X<200,-1.2364778603818776,all paid,education,-1.0060017348475945,>=1000,<1,0.9184771676276685,female div/dep/mar,none,-0.7659772668958666,life insurance,-1.0154990326677027,bank,rent,-0.7049259983890862,skilled,2.3348689263480744,nan,1,0
no checking,-0.738667542842371,existing paid,furniture/equipment,-0.88903542223623,<100,1<=X<4,0.9184771676276685,female div/dep/mar,none,-1.6724592395536968,real estate,-0.8395941248783899,none,own,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,1
0<=X<200,-0.738667542842371,existing paid,new car,-0.4498800848862887,<100,4<=X<7,0.024146916773074168,male single,none,1.0469866784197936,life insurance,-0.4877843092997643,none,rent,-0.7049259983890862,skilled,2.3348689263480744,1.0,1,1
<0,-1.2364778603818776,existing paid,new car,-0.7330803387544107,100<=X<500,>=7,0.024146916773074168,male single,none,-0.7659772668958666,life insurance,0.6555975913307688,none,own,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,1
<0,1.2525737273156552,existing paid,furniture/equipment,0.06193614363131842,<100,>=7,0.9184771676276685,male single,none,-0.7659772668958666,car,0.5676451374361124,none,own,-0.7049259983890862,skilled,2.3348689263480744,nan,1,0
0<=X<200,-0.9875727016121243,existing paid,radio/tv,-0.775967986711911,<100,>=7,0.9184771676276685,male single,none,1.0469866784197936,car,-0.7516416709837335,none,own,1.0270789116578085,unskilled resident,-0.4282895663715403,nan,1,1
no checking,-0.738667542842371,critical/other existing credit,radio/tv,-0.9744562747796811,500<=X<1000,>=7,0.9184771676276685,male single,none,1.0469866784197936,life insurance,0.5676451374361124,none,own,1.0270789116578085,skilled,2.3348689263480744,1.0,1,1
no checking,0.2569530922366421,existing paid,business,-0.7135859533191833,<100,4<=X<7,0.9184771676276685,male single,none,-1.6724592395536968,real estate,-0.9275465787730462,none,own,-0.7049259983890862,skilled,-0.4282895663715403,1.0,1,1
<0,-0.2408572253028645,existing paid,radio/tv,-0.4732733474085616,no known savings,4<=X<7,-0.8701833340815202,male mar/wid,none,1.0469866784197936,car,-1.103451486562359,none,rent,1.0270789116578085,unskilled resident,-0.4282895663715403,nan,1,1
>=200,-0.9875727016121243,existing paid,radio/tv,-0.8954154029241226,<100,1<=X<4,0.024146916773074168,female div/dep/mar,none,-0.7659772668958666,real estate,-0.6636892170890771,none,own,-0.7049259983890862,unskilled resident,-0.4282895663715403,nan,1,0
0<=X<200,-0.2408572253028645,no credits/all paid,furniture/equipment,-0.009661417421698642,<100,1<=X<4,-1.7645135849361147,female div/dep/mar,none,1.0469866784197936,car,-0.22392694761579512,bank,own,1.0270789116578085,skilled,-0.4282895663715403,1.0,1,1
no checking,3.2438149974736814,delayed previously,radio/tv,4.388626380137157,<100,4<=X<7,-0.8701833340815202,male single,none,1.0469866784197936,car,-1.279356394351672,none,own,1.0270789116578085,skilled,-0.4282895663715403,1.0,1,1
no checking,-0.2408572253028645,existing paid,furniture/equipment,-0.4562600655741813,<100,1<=X<4,0.9184771676276685,male single,none,1.0469866784197936,no known property,1.0074074069093943,bank,for free,1.0270789116578085,skilled,-0.4282895663715403,nan,1,1
no checking,1.2525737273156552,critical/other existing credit,business,1.074935299520045,no known savings,>=7,0.9184771676276685,male single,none,1.0469866784197936,real estate,0.03993041406817406,none,own,1.0270789116578085,skilled,-0.4282895663715403,nan,1,1
